Date,CLI,BTC_63d_Ret,BTC_Price
2021-01-10,0.5873873620396697,90.74015564417317,38356.44140625
2021-01-11,0.5686924244196787,84.1445856165307,35566.65625
2021-01-12,0.5641901143130902,79.68340654160929,33922.9609375
2021-01-13,0.6210658900425872,86.56857705605334,37316.359375
2021-01-14,0.6117692116413556,87.86406824481227,39187.328125
2021-01-15,0.5783965410130784,81.39298702700992,36825.3671875
2021-01-16,0.5774117936715036,81.16167395295301,36178.140625
2021-01-17,0.5766164479488077,80.7895108256287,35791.27734375
2021-01-18,0.5987201597680774,78.44965984251027,36630.07421875
2021-01-19,0.5941689528555071,71.49805997007718,36069.8046875
2021-01-20,0.5839589077508025,69.1453382849072,35547.75
2021-01-21,0.5951009287945633,54.81906320138289,30825.69921875
2021-01-22,0.5801951784431101,57.2375280790938,33005.76171875
2021-01-23,0.5790302085166412,54.24179351614888,32067.642578125
2021-01-24,0.5782010905875508,56.40193441729801,32289.37890625
2021-01-25,0.5400007158258281,56.67217979094793,32366.392578125
2021-01-26,0.5391299516139086,53.33079136046016,32569.849609375
2021-01-27,0.4873502832167883,48.527290075483045,30432.546875
2021-01-28,0.489221727981776,66.8498413925786,33466.09765625
2021-01-29,0.49809771043626677,69.60532790296324,34316.38671875
2021-01-30,0.497564695541011,65.97084284164629,34269.5234375
2021-01-31,0.4970100363807154,59.97833003244805,33114.359375
2021-02-01,1.0949174173844443,53.58076900523232,33537.17578125
2021-02-02,0.7568247489226301,63.580615953417286,35510.2890625
2021-02-03,0.7631557363565836,66.86292431984029,37472.08984375
2021-02-04,0.7258009010973383,64.1307250448399,36926.06640625
2021-02-05,0.7416635071854786,71.28655712810647,38144.30859375
2021-02-06,0.7411516257641358,71.78356994863199,39266.01171875
2021-02-07,0.7405781463777797,69.86424669130166,38903.44140625
2021-02-08,0.7245309077754404,87.84289853624576,46196.46484375
2021-02-09,0.7143047831054213,93.0990064304154,46481.10546875
2021-02-10,0.6877826409535817,88.41618198449473,44918.18359375
2021-02-11,0.6914219392513721,96.43240761241466,47909.33203125
2021-02-12,0.6754226769808656,96.71929679963736,47504.8515625
2021-02-13,0.6749691128517176,91.83387664210943,47105.515625
2021-02-14,0.6745801951444748,93.41291065000478,48717.2890625
2021-02-15,0.668857721906766,91.27190072332567,47945.05859375
2021-02-16,0.6549363502074699,92.97381094968019,49199.87109375
2021-02-17,0.6390169513067174,89.49006640895453,52149.0078125
2021-02-18,0.6579253229125053,81.80800103894921,51679.796875
2021-02-19,0.688903375720169,88.18774651010999,55888.1328125
2021-02-20,0.6884090629620739,85.45118444746397,56099.51953125
2021-02-21,0.688039949562833,89.64456271307887,57539.9453125
2021-02-22,0.6895381282296846,86.59202568078615,54207.3203125
2021-02-23,0.6762743336208368,71.92584443610738,48824.42578125
2021-02-24,0.7016831427892679,76.0179376762204,49705.33203125
2021-02-25,0.7042287717198841,68.51517088597589,47093.8515625
2021-02-26,0.6709877422456738,63.06236152322926,46339.76171875
2021-02-27,0.6705289029377607,55.796388670212224,46188.453125
2021-02-28,0.6700645280518128,54.12043990054849,45137.76953125
2021-03-01,1.8295201963218033,60.56475160383824,49631.2421875
2021-03-02,1.8111159721879042,56.989441434361574,48378.98828125
2021-03-03,1.8137312619878183,56.0933960148166,50538.2421875
2021-03-04,1.8231222977536747,51.546903571998534,48561.16796875
2021-03-05,1.7283174487967101,51.022050304829456,48927.3046875
2021-03-06,1.7254232732604626,42.032546485990984,48912.3828125
2021-03-07,1.7224865126931481,44.59899158171986,51206.69140625
2021-03-08,1.7055218105225127,49.111551968851735,52246.5234375
2021-03-09,1.7080603200440898,47.799234822854785,54824.1171875
2021-03-10,1.6312837286751418,41.934469979569506,56008.55078125
2021-03-11,1.6451804609564025,38.40467759274654,57805.12109375
2021-03-12,1.6386037946978795,34.023701319490115,57332.08984375
2021-03-13,1.6362984848915199,41.962799707712726,61243.0859375
2021-03-14,1.6336245619107825,43.572589037470536,59302.31640625
2021-03-15,1.6055806697819843,45.228458256160934,55907.19921875
2021-03-16,1.6207881372620316,51.55305319680471,56804.90234375
2021-03-17,1.4455532077295317,45.591499831214904,58870.89453125
2021-03-18,1.4563496620534484,38.965423361668314,57858.921875
2021-03-19,1.4417813405633384,46.02150516395712,58346.65234375
2021-03-20,1.4399872268703957,47.738101965781595,58313.64453125
2021-03-21,1.438164527699644,47.44879877173076,57523.421875
2021-03-22,1.4295338000354065,39.78657178136459,54529.14453125
2021-03-23,1.424259719887206,41.71193561267824,54738.9453125
2021-03-24,1.4684541266400144,39.51468153244629,52774.265625
2021-03-25,1.4503373541639442,51.71895132272664,51704.16015625
2021-03-26,1.4647466090850094,51.31445210718578,55137.3125
2021-03-27,1.4627553016494073,55.70310714409504,55973.51171875
2021-03-28,1.4606563140782038,54.97334199565036,55950.74609375
2021-03-29,1.4491995482214175,57.90061807130304,57750.19921875
2021-03-30,1.4148841934980045,59.27544071723306,58917.69140625
2021-03-31,1.4474456418504034,66.06481118443331,58918.83203125
2021-04-01,1.9332933474110783,56.86270851758513,59095.80859375
2021-04-02,1.931592277571978,54.840710517212166,59384.3125
2021-04-03,1.926830207306505,51.93336813170547,57603.890625
2021-04-04,1.9225204068745476,57.34697478390054,58758.5546875
2021-04-05,1.3177241908895783,56.58634130972222,59057.87890625
2021-04-06,1.3228810934306847,49.39315766681802,58192.359375
2021-04-07,1.2935517922105586,40.26288080134769,56048.9375
2021-04-08,1.3045770558734524,45.70951604215268,58323.953125
2021-04-09,1.2923116786461446,42.32817572769791,58245.00390625
2021-04-10,1.2910759985057154,42.053321409251296,59793.234375
2021-04-11,1.2898726084166596,43.66721066633203,60204.96484375
2021-04-12,1.310571353267312,25.96639257770537,59893.453125
2021-04-13,1.3137495350815498,31.204844984186984,63503.45703125
2021-04-14,1.2145338248868147,34.0031715122327,63109.6953125
2021-04-15,1.2255804642157404,27.879635018091005,63314.01171875
2021-04-16,1.249678870642103,25.9388192964266,61572.7890625
2021-04-17,1.2484258473170684,25.328701211468097,60683.8203125
2021-04-18,1.247028849491981,14.317070111032315,56216.18359375
2021-04-19,1.2550688141588815,15.035995792133901,55724.265625
2021-04-20,1.2448229727873452,13.787219773955636,56473.03125
2021-04-21,1.3497405060315466,3.313830002820745,53906.08984375
2021-04-22,1.341459847090814,0.15946428707045643,51762.2734375
2021-04-23,1.3387884303680306,-8.96917952514314,51093.65234375
2021-04-24,1.3373383836387311,-11.408741595192222,50050.8671875
2021-04-25,1.3357421265504341,-16.057229894142065,49004.25390625
2021-04-26,1.3381479152464724,-0.34291448842119904,54021.75390625
